user_id,artistname,trackname,playlistname
435faeede7f140d0ab8b4f7765558ecf,King Midas Sound,Meltdown,AMPpod 5
435faeede7f140d0ab8b4f7765558ecf,Yeah Yeah Yeahs,Modern Romance - Album Version - including hidden track,AMPpod 5
435faeede7f140d0ab8b4f7765558ecf,Pavement,Platform Blues,AMPpod 5
435faeede7f140d0ab8b4f7765558ecf,Pretty Girls Make Graves,Sad Girls Por Vida,AMPpod 5
435faeede7f140d0ab8b4f7765558ecf,Dizzee Rascal,Sittin’ Here,AMPpod 5
435faeede7f140d0ab8b4f7765558ecf,Erykah Badu,The Healer,AMPpod 5
435faeede7f140d0ab8b4f7765558ecf,Megadeth,Tornado Of Souls,AMPpod 5
435faeede7f140d0ab8b4f7765558ecf,Jackson 5,Who's Lovin' You,AMPpod 5
435faeede7f140d0ab8b4f7765558ecf,Chromatics,Back From the Grave,AMPpod 6
435faeede7f140d0ab8b4f7765558ecf,BLK JKS,Banna Ba Modimo,AMPpod 6
435faeede7f140d0ab8b4f7765558ecf,Forward Russia,Eighteen,AMPpod 6
435faeede7f140d0ab8b4f7765558ecf,LCD Soundsystem,Get Innocuous!,AMPpod 6
435faeede7f140d0ab8b4f7765558ecf,Beck,Hotwax,AMPpod 6
435faeede7f140d0ab8b4f7765558ecf,ISIS,In Fiction,AMPpod 6
435faeede7f140d0ab8b4f7765558ecf,At The Drive-In,One Armed Scissor,AMPpod 6
435faeede7f140d0ab8b4f7765558ecf,A Tribe Called Quest,Phony Rappers,AMPpod 6
435faeede7f140d0ab8b4f7765558ecf,The Bees,Punchbag,AMPpod 6
435faeede7f140d0ab8b4f7765558ecf,ABC,Tears Are Not Enough,AMPpod 6
435faeede7f140d0ab8b4f7765558ecf,Feist,The Bad In Each Other,AMPpod 6
435faeede7f140d0ab8b4f7765558ecf,Darkstar,Aidys Girl Is a Computer,AMPpod 7
435faeede7f140d0ab8b4f7765558ecf,Mount Kimbie,Before I Move Off,AMPpod 7
435faeede7f140d0ab8b4f7765558ecf,Washed Out,Echoes,AMPpod 7
435faeede7f140d0ab8b4f7765558ecf,Rage Against The Machine,Fistful Of Steel,AMPpod 7
435faeede7f140d0ab8b4f7765558ecf,Kanye West,Hell Of A Life,AMPpod 7
435faeede7f140d0ab8b4f7765558ecf,Planningtorock,Living It Out,AMPpod 7
435faeede7f140d0ab8b4f7765558ecf,Kvelertak,Sultans of Satan,AMPpod 7
435faeede7f140d0ab8b4f7765558ecf,Foals,The French Open,AMPpod 7
435faeede7f140d0ab8b4f7765558ecf,These New Puritans,We Want War,AMPpod 7
435faeede7f140d0ab8b4f7765558ecf,Mogwai,You Don'T Know Jesus,AMPpod 7
435faeede7f140d0ab8b4f7765558ecf,Peaches,Bag It,AMPpod 8
435faeede7f140d0ab8b4f7765558ecf,Hercules & Love Affair,Blind - Full,AMPpod 8
435faeede7f140d0ab8b4f7765558ecf,Fugees,Cowboys - L.P. Version,AMPpod 8
435faeede7f140d0ab8b4f7765558ecf,Justin Timberlake,Cry Me a River,AMPpod 8
435faeede7f140d0ab8b4f7765558ecf,The Antlers,French Exit,AMPpod 8
435faeede7f140d0ab8b4f7765558ecf,Gomez,Get Miles,AMPpod 8
435faeede7f140d0ab8b4f7765558ecf,Apparat,Goodbye (with Soap & Skin),AMPpod 8
435faeede7f140d0ab8b4f7765558ecf,How To Dress Well,How Many?,AMPpod 8
435faeede7f140d0ab8b4f7765558ecf,Marvin Gaye,How Sweet It Is (To Be Loved By You),AMPpod 8
435faeede7f140d0ab8b4f7765558ecf,Pixies,River Euphrates (Remastered),AMPpod 8
435faeede7f140d0ab8b4f7765558ecf,Grammatics,Shadow Committee,AMPpod 8
435faeede7f140d0ab8b4f7765558ecf,Mastodon,Trainwreck,AMPpod 8
435faeede7f140d0ab8b4f7765558ecf,The Dillinger Escape Plan,43% Burnt,AMPpod Metal Special 1
435faeede7f140d0ab8b4f7765558ecf,Slayer,Angel Of Death,AMPpod Metal Special 1
435faeede7f140d0ab8b4f7765558ecf,Mastodon,Blood and Thunder,AMPpod Metal Special 1
435faeede7f140d0ab8b4f7765558ecf,Will Haven,Carpe Diem,AMPpod Metal Special 1
435faeede7f140d0ab8b4f7765558ecf,Meshuggah,Dancers To A Discordant System,AMPpod Metal Special 1
435faeede7f140d0ab8b4f7765558ecf,Rolo Tomassi,Illunis,AMPpod Metal Special 1
435faeede7f140d0ab8b4f7765558ecf,Daughters,"Nurse, Would You Please Prep the Patient for Sexual Doctor",AMPpod Metal Special 1
435faeede7f140d0ab8b4f7765558ecf,Deftones,Rocket Skates,AMPpod Metal Special 1
435faeede7f140d0ab8b4f7765558ecf,Faith No More,Surprise! You're Dead!,AMPpod Metal Special 1
435faeede7f140d0ab8b4f7765558ecf,Converge,Thaw,AMPpod Metal Special 1
435faeede7f140d0ab8b4f7765558ecf,Pantera,Walk,AMPpod Metal Special 1
435faeede7f140d0ab8b4f7765558ecf,Jessie Ware,Devotion,AMppod 11
435faeede7f140d0ab8b4f7765558ecf,Crippled Black Phoenix,Get Down And Live With It,AMppod 11
435faeede7f140d0ab8b4f7765558ecf,Aesop Rock,Gopher Guts,AMppod 11
435faeede7f140d0ab8b4f7765558ecf,The Hellacopters,Hopeless Case Of A Kid In Denial,AMppod 11
435faeede7f140d0ab8b4f7765558ecf,The Invisible,Lifeline,AMppod 11
435faeede7f140d0ab8b4f7765558ecf,Scott Walker,Phrasing,AMppod 11
435faeede7f140d0ab8b4f7765558ecf,Purity Ring,Shuck,AMppod 11
435faeede7f140d0ab8b4f7765558ecf,alt-J,Tessellate,AMppod 11
435faeede7f140d0ab8b4f7765558ecf,Cake,The Distance,AMppod 11
435faeede7f140d0ab8b4f7765558ecf,John Foxx,Vapour Trails,AMppod 11
435faeede7f140d0ab8b4f7765558ecf,Anais Mitchell,Wilderland,AMppod 11
435faeede7f140d0ab8b4f7765558ecf,Toots & The Maytals,54-46 Was My Number,Amppod 10
435faeede7f140d0ab8b4f7765558ecf,Metallica,Battery,Amppod 10
435faeede7f140d0ab8b4f7765558ecf,DZ Deathrays,LA Lighting,Amppod 10
435faeede7f140d0ab8b4f7765558ecf,RYAT,Owl,Amppod 10
435faeede7f140d0ab8b4f7765558ecf,Killer Mike,R.A.P. Music,Amppod 10
435faeede7f140d0ab8b4f7765558ecf,Dirty Three,Rain Song,Amppod 10
435faeede7f140d0ab8b4f7765558ecf,Laurel Halo,Thaw,Amppod 10
435faeede7f140d0ab8b4f7765558ecf,Mark Lanegan,The Gravedigger’s Song,Amppod 10
435faeede7f140d0ab8b4f7765558ecf,El-P,The Jig Is Up,Amppod 10
435faeede7f140d0ab8b4f7765558ecf,FOE,Tyrant Song,Amppod 10
435faeede7f140d0ab8b4f7765558ecf,Nedry,Violaceae,Amppod 10
435faeede7f140d0ab8b4f7765558ecf,First Aid Kit,Blue,Amppod 14
435faeede7f140d0ab8b4f7765558ecf,Daft Punk,Da Funk,Amppod 14
435faeede7f140d0ab8b4f7765558ecf,Japandroids,For the Love of Ivy,Amppod 14
435faeede7f140d0ab8b4f7765558ecf,The Rolling Stones,Gimme Shelter,Amppod 14
435faeede7f140d0ab8b4f7765558ecf,A$AP Rocky,Goldie,Amppod 14
435faeede7f140d0ab8b4f7765558ecf,Clark,Herr Bar,Amppod 14
435faeede7f140d0ab8b4f7765558ecf,Gravenhurst,Islands,Amppod 14
435faeede7f140d0ab8b4f7765558ecf,Foxygen,San Francisco,Amppod 14
435faeede7f140d0ab8b4f7765558ecf,Land Observations,The Chester Road,Amppod 14
435faeede7f140d0ab8b4f7765558ecf,Breton,Wood and Plastic,Amppod 14
435faeede7f140d0ab8b4f7765558ecf,Original Radio Edit,You Got The Love (Original Radio Edit),Amppod 14
435faeede7f140d0ab8b4f7765558ecf,Tori Amos,Beauty Queen/Horses,Amppod 9
435faeede7f140d0ab8b4f7765558ecf,Reflection Eternal,Expansion Outro,Amppod 9
435faeede7f140d0ab8b4f7765558ecf,Sharon Van Etten,Give Out,Amppod 9
435faeede7f140d0ab8b4f7765558ecf,RM Hubbert with John Ferguson,Gus Am Bris An Latha,Amppod 9
435faeede7f140d0ab8b4f7765558ecf,The Blood Brothers,Love Rhymes With Hideous Car Wreck,Amppod 9
435faeede7f140d0ab8b4f7765558ecf,Errors,Pleasure Palaces,Amppod 9
435faeede7f140d0ab8b4f7765558ecf,Frank Ocean,Pyramids,Amppod 9
435faeede7f140d0ab8b4f7765558ecf,Yppah,R. Mullen,Amppod 9
435faeede7f140d0ab8b4f7765558ecf,The Knife,Silent Shout,Amppod 9
435faeede7f140d0ab8b4f7765558ecf,Mansun,Special/Blown It (Delete As Appropriate),Amppod 9
435faeede7f140d0ab8b4f7765558ecf,Daphni,Ye Ye,Amppod 9
435faeede7f140d0ab8b4f7765558ecf,alt-J,(Guitar),Starred
435faeede7f140d0ab8b4f7765558ecf,alt-J,(Piano),Starred
435faeede7f140d0ab8b4f7765558ecf,alt-J,(The Ripe & Ruin),Starred
435faeede7f140d0ab8b4f7765558ecf,Swans,93 Ave. Blues,Starred
435faeede7f140d0ab8b4f7765558ecf,Swans,A Piece of the Sky,Starred
435faeede7f140d0ab8b4f7765558ecf,Slayer,Addict - International Bonus Track,Starred
435faeede7f140d0ab8b4f7765558ecf,Sharon Van Etten,All I Can,Starred
435faeede7f140d0ab8b4f7765558ecf,LV,Animal Prints,Starred
435faeede7f140d0ab8b4f7765558ecf,Swans,Apostate,Starred
435faeede7f140d0ab8b4f7765558ecf,Sharon Van Etten,Ask,Starred
435faeede7f140d0ab8b4f7765558ecf,Swans,Avatar,Starred
435faeede7f140d0ab8b4f7765558ecf,Foals,Bad Habit,Starred
435faeede7f140d0ab8b4f7765558ecf,alt-J,Bloodflood,Starred
435faeede7f140d0ab8b4f7765558ecf,Slayer,Bloodline,Starred
435faeede7f140d0ab8b4f7765558ecf,Yppah,Blue Schwinn,Starred
435faeede7f140d0ab8b4f7765558ecf,alt-J,Breezeblocks,Starred
435faeede7f140d0ab8b4f7765558ecf,Slayer,Cast Down,Starred
435faeede7f140d0ab8b4f7765558ecf,Yppah,D. Song,Starred
435faeede7f140d0ab8b4f7765558ecf,LV,DL,Starred
435faeede7f140d0ab8b4f7765558ecf,Slayer,Darkness Of Chirst,Starred
435faeede7f140d0ab8b4f7765558ecf,Slayer,Deviance,Starred
435faeede7f140d0ab8b4f7765558ecf,Slayer,Disciple,Starred
435faeede7f140d0ab8b4f7765558ecf,alt-J,Dissolve Me,Starred
435faeede7f140d0ab8b4f7765558ecf,Nedry,Dusk Till Dawn,Starred
435faeede7f140d0ab8b4f7765558ecf,Foals,Everytime,Starred
435faeede7f140d0ab8b4f7765558ecf,Slayer,Exile,Starred
435faeede7f140d0ab8b4f7765558ecf,Yppah,Film Burn,Starred
435faeede7f140d0ab8b4f7765558ecf,alt-J,Fitzpleasure,Starred
435faeede7f140d0ab8b4f7765558ecf,Nedry,Float,Starred
435faeede7f140d0ab8b4f7765558ecf,Slayer,God Send Death,Starred
435faeede7f140d0ab8b4f7765558ecf,Yppah,Golden Braid,Starred
435faeede7f140d0ab8b4f7765558ecf,alt-J,Hand-made - (Hidden track),Starred
435faeede7f140d0ab8b4f7765558ecf,Yppah,Happy to See You,Starred
435faeede7f140d0ab8b4f7765558ecf,Nedry,Havana Nights,Starred
435faeede7f140d0ab8b4f7765558ecf,Slayer,Here Comes The Pain,Starred
435faeede7f140d0ab8b4f7765558ecf,Nedry,Home,Starred
435faeede7f140d0ab8b4f7765558ecf,RYAT,Howl,Starred
435faeede7f140d0ab8b4f7765558ecf,LV,Hustla,Starred
435faeede7f140d0ab8b4f7765558ecf,Terry Malts,I Do,Starred
435faeede7f140d0ab8b4f7765558ecf,Nedry,I Would Rather Explode,Starred
435faeede7f140d0ab8b4f7765558ecf,Terry Malts,I'm Neurotic,Starred
435faeede7f140d0ab8b4f7765558ecf,Sharon Van Etten,I'm Wrong,Starred
435faeede7f140d0ab8b4f7765558ecf,Sharon Van Etten,In Line,Starred
435faeede7f140d0ab8b4f7765558ecf,Foals,Inhaler,Starred
435faeede7f140d0ab8b4f7765558ecf,LV,International Pantsula,Starred
435faeede7f140d0ab8b4f7765558ecf,alt-J,Intro,Starred
435faeede7f140d0ab8b4f7765558ecf,RYAT,Invisibility Cage,Starred
435faeede7f140d0ab8b4f7765558ecf,RYAT,Invisibly Ours,Starred
435faeede7f140d0ab8b4f7765558ecf,Gravenhurst,Islands,Starred
435faeede7f140d0ab8b4f7765558ecf,Sharon Van Etten,Joke or a Lie,Starred
435faeede7f140d0ab8b4f7765558ecf,Sharon Van Etten,Kevin's,Starred
435faeede7f140d0ab8b4f7765558ecf,Nedry,Land Leviathan,Starred
435faeede7f140d0ab8b4f7765558ecf,Foals,Late Night,Starred
435faeede7f140d0ab8b4f7765558ecf,Sharon Van Etten,Leonard,Starred
435faeede7f140d0ab8b4f7765558ecf,LV,Limb,Starred
435faeede7f140d0ab8b4f7765558ecf,Swans,Lunacy,Starred
435faeede7f140d0ab8b4f7765558ecf,Terry Malts,Mall Dreams,Starred
435faeede7f140d0ab8b4f7765558ecf,alt-J,Matilda,Starred
435faeede7f140d0ab8b4f7765558ecf,Foals,Milk & Black Spiders,Starred
435faeede7f140d0ab8b4f7765558ecf,Godspeed You! Black Emperor,Mladic,Starred
435faeede7f140d0ab8b4f7765558ecf,Foals,Moon,Starred
435faeede7f140d0ab8b4f7765558ecf,Swans,Mother of the World,Starred
435faeede7f140d0ab8b4f7765558ecf,alt-J,Ms,Starred
435faeede7f140d0ab8b4f7765558ecf,Foals,My Number,Starred
435faeede7f140d0ab8b4f7765558ecf,Terry Malts,Nauseous,Starred
435faeede7f140d0ab8b4f7765558ecf,Yppah,Never Mess With Sunday,Starred
435faeede7f140d0ab8b4f7765558ecf,Slayer,New Faith,Starred
435faeede7f140d0ab8b4f7765558ecf,Terry Malts,No Big Deal,Starred
435faeede7f140d0ab8b4f7765558ecf,Terry Malts,No Good For You,Starred
435faeede7f140d0ab8b4f7765558ecf,Cloud Nothings,No Sentiment,Starred
435faeede7f140d0ab8b4f7765558ecf,Terry Malts,"No Sir, I'm Not A Christian",Starred
435faeede7f140d0ab8b4f7765558ecf,Terry Malts,Not Far From It,Starred
435faeede7f140d0ab8b4f7765558ecf,LV,Nothing Like Us,Starred
435faeede7f140d0ab8b4f7765558ecf,RYAT,Object Mob,Starred
435faeede7f140d0ab8b4f7765558ecf,Foals,Out Of The Woods,Starred
435faeede7f140d0ab8b4f7765558ecf,RYAT,Owl,Starred
435faeede7f140d0ab8b4f7765558ecf,Yppah,Paper Knife,Starred
435faeede7f140d0ab8b4f7765558ecf,Slayer,Payback,Starred
435faeede7f140d0ab8b4f7765558ecf,Nedry,Post Six,Starred
435faeede7f140d0ab8b4f7765558ecf,Foals,Prelude,Starred
435faeede7f140d0ab8b4f7765558ecf,LV,Primus Stove,Starred
435faeede7f140d0ab8b4f7765558ecf,Foals,Providence,Starred
435faeede7f140d0ab8b4f7765558ecf,RYAT,Raiz,Starred
435faeede7f140d0ab8b4f7765558ecf,LV,Safe and Sound,Starred
435faeede7f140d0ab8b4f7765558ecf,Slayer,Scarstruck - International Bonus Track,Starred
435faeede7f140d0ab8b4f7765558ecf,RYAT,Seahorse,Starred
435faeede7f140d0ab8b4f7765558ecf,LV,Sebenza,Starred
435faeede7f140d0ab8b4f7765558ecf,Sharon Van Etten,Serpents,Starred
435faeede7f140d0ab8b4f7765558ecf,Slayer,Seven Faces,Starred
435faeede7f140d0ab8b4f7765558ecf,Yppah,Some Have Said,Starred
435faeede7f140d0ab8b4f7765558ecf,Terry Malts,Something About You,Starred
435faeede7f140d0ab8b4f7765558ecf,alt-J,Something Good,Starred
435faeede7f140d0ab8b4f7765558ecf,Swans,Song for a Warrior,Starred
435faeede7f140d0ab8b4f7765558ecf,Yppah,Soon Enough,Starred
435faeede7f140d0ab8b4f7765558ecf,LV,Spitting Cobra,Starred
435faeede7f140d0ab8b4f7765558ecf,Foals,Stepson,Starred
435faeede7f140d0ab8b4f7765558ecf,Godspeed You! Black Emperor,Strung Like Lights At Thee Printemps Erable,Starred
435faeede7f140d0ab8b4f7765558ecf,Nedry,TMA,Starred
435faeede7f140d0ab8b4f7765558ecf,alt-J,Taro,Starred
435faeede7f140d0ab8b4f7765558ecf,LV,Thatha Lo,Starred
435faeede7f140d0ab8b4f7765558ecf,Swans,The Daughter Brings the Water,Starred
435faeede7f140d0ab8b4f7765558ecf,Twin Shadow,The One,Starred
435faeede7f140d0ab8b4f7765558ecf,Swans,The Seer,Starred
435faeede7f140d0ab8b4f7765558ecf,Swans,The Seer Returns,Starred
435faeede7f140d0ab8b4f7765558ecf,Swans,The Wolf,Starred
435faeede7f140d0ab8b4f7765558ecf,Godspeed You! Black Emperor,Their Helicopters Sing,Starred
435faeede7f140d0ab8b4f7765558ecf,Yppah,Three Portraits,Starred
435faeede7f140d0ab8b4f7765558ecf,Slayer,Threshold,Starred
435faeede7f140d0ab8b4f7765558ecf,RYAT,Totem,Starred
435faeede7f140d0ab8b4f7765558ecf,Phantogram,Turning Into Stone,Starred
435faeede7f140d0ab8b4f7765558ecf,LV,Uthando Lwaka,Starred
435faeede7f140d0ab8b4f7765558ecf,2:54,Wait/Awake,Starred
435faeede7f140d0ab8b4f7765558ecf,Terry Malts,Waiting Room,Starred
435faeede7f140d0ab8b4f7765558ecf,Slayer,War Zone,Starred
435faeede7f140d0ab8b4f7765558ecf,Sharon Van Etten,Warsaw,Starred
435faeede7f140d0ab8b4f7765558ecf,Sharon Van Etten,We Are Fine,Starred
435faeede7f140d0ab8b4f7765558ecf,Godspeed You! Black Emperor,We Drift Like Worried Fire,Starred
435faeede7f140d0ab8b4f7765558ecf,Terry Malts,What Was It?,Starred
435faeede7f140d0ab8b4f7765558ecf,Terry Malts,Where Is The Weekend?,Starred
435faeede7f140d0ab8b4f7765558ecf,RYAT,Windcurve,Starred
435faeede7f140d0ab8b4f7765558ecf,LV,Work,Starred
435faeede7f140d0ab8b4f7765558ecf,LV,Zulu Compurar,Starred
435faeede7f140d0ab8b4f7765558ecf,Nedry,here.now.here,Starred
6ae0f09bbd0ec59224f3d828e306cee0,Beach House,10 Mile Stereo,Beach House – Teen Dream
6ae0f09bbd0ec59224f3d828e306cee0,Beach House,Better Times,Beach House – Teen Dream
6ae0f09bbd0ec59224f3d828e306cee0,Beach House,Lover Of Mine,Beach House – Teen Dream
6ae0f09bbd0ec59224f3d828e306cee0,Beach House,Norway,Beach House – Teen Dream
6ae0f09bbd0ec59224f3d828e306cee0,Beach House,Real Love,Beach House – Teen Dream
6ae0f09bbd0ec59224f3d828e306cee0,Beach House,Silver Soul,Beach House – Teen Dream
6ae0f09bbd0ec59224f3d828e306cee0,Beach House,Take Care,Beach House – Teen Dream
6ae0f09bbd0ec59224f3d828e306cee0,Beach House,Used To Be,Beach House – Teen Dream
6ae0f09bbd0ec59224f3d828e306cee0,Beach House,Walk In The Park,Beach House – Teen Dream
6ae0f09bbd0ec59224f3d828e306cee0,Beach House,Zebra,Beach House – Teen Dream
6ae0f09bbd0ec59224f3d828e306cee0,Shabazz Palaces,"A treatease dedicated to The Avian Airess from North East Nubis (1000 questions, 1 answer)",Shabazz Palaces – Black Up
6ae0f09bbd0ec59224f3d828e306cee0,Shabazz Palaces,An echo from the hosts that profess infinitum,Shabazz Palaces – Black Up
6ae0f09bbd0ec59224f3d828e306cee0,Shabazz Palaces,Are youÉ Can youÉ Were you? (Felt),Shabazz Palaces – Black Up
6ae0f09bbd0ec59224f3d828e306cee0,Shabazz Palaces,Endeavors for Never (The last time we spoke you said you were not here. ÊI saw you though.),Shabazz Palaces – Black Up
6ae0f09bbd0ec59224f3d828e306cee0,Shabazz Palaces,Recollections of the wraith,Shabazz Palaces – Black Up
6ae0f09bbd0ec59224f3d828e306cee0,Shabazz Palaces,Swerve... the reeping of all that is worthwhile (Noir not withstanding),Shabazz Palaces – Black Up
6ae0f09bbd0ec59224f3d828e306cee0,Shabazz Palaces,The KingÕs new clothes were made by his own hands,Shabazz Palaces – Black Up
6ae0f09bbd0ec59224f3d828e306cee0,Shabazz Palaces,Youlogy,Shabazz Palaces – Black Up
6ae0f09bbd0ec59224f3d828e306cee0,Shabazz Palaces,free press and curl,Shabazz Palaces – Black Up
6ae0f09bbd0ec59224f3d828e306cee0,Shabazz Palaces,yeah you,Shabazz Palaces – Black Up
6ae0f09bbd0ec59224f3d828e306cee0,Yeasayer,2080,dusk
6ae0f09bbd0ec59224f3d828e306cee0,Panda Bear,Alsatian Darn,dusk
6ae0f09bbd0ec59224f3d828e306cee0,Painted Palms,Canopy,dusk
6ae0f09bbd0ec59224f3d828e306cee0,The Kills,Cheap And Cheerful,dusk
6ae0f09bbd0ec59224f3d828e306cee0,Gorillaz,Dirty Harry,dusk
6ae0f09bbd0ec59224f3d828e306cee0,Beastie Boys,Don't Play No Game That I Can't Win (ft. Santigold),dusk
6ae0f09bbd0ec59224f3d828e306cee0,Washed Out,Feel It All Around,dusk
6ae0f09bbd0ec59224f3d828e306cee0,Animal Collective,Fireworks,dusk
6ae0f09bbd0ec59224f3d828e306cee0,Memory Tapes,Green Knight,dusk
6ae0f09bbd0ec59224f3d828e306cee0,Gil Scott-Heron & Jamie xx,I’ll Take Care Of U,dusk
6ae0f09bbd0ec59224f3d828e306cee0,tUnE-yArDs,My Country,dusk
6ae0f09bbd0ec59224f3d828e306cee0,Yeasayer,O.N.E,dusk
6ae0f09bbd0ec59224f3d828e306cee0,Little Dragon,Ritual Union - Tensnake Remix,dusk
6ae0f09bbd0ec59224f3d828e306cee0,Phantogram,Running From The Cops,dusk
6ae0f09bbd0ec59224f3d828e306cee0,Twin Shadow,Shooting Holes,dusk
6ae0f09bbd0ec59224f3d828e306cee0,Yeah Yeah Yeahs,Soft Shock,dusk
6ae0f09bbd0ec59224f3d828e306cee0,Hot Chip,The Warning,dusk
6ae0f09bbd0ec59224f3d828e306cee0,The xx,You've Got the Love,dusk
6ae0f09bbd0ec59224f3d828e306cee0,Peter Bjorn,Young Folks - Diplo Youngest Folks Remix,dusk
eecb23cd4578482fdd624fd2360256a1,Foo Fighters,All My Life,Starred
eecb23cd4578482fdd624fd2360256a1,Foo Fighters,Best Of You,Starred
eecb23cd4578482fdd624fd2360256a1,Foo Fighters,Big Me,Starred
eecb23cd4578482fdd624fd2360256a1,Jo Boxers,Boxerbeat,Starred
eecb23cd4578482fdd624fd2360256a1,Foo Fighters,Breakout,Starred
eecb23cd4578482fdd624fd2360256a1,Jeremih,Down On Me,Starred
eecb23cd4578482fdd624fd2360256a1,Foo Fighters,Everlong,Starred
eecb23cd4578482fdd624fd2360256a1,Foo Fighters,Everlong - Acoustic Version,Starred
eecb23cd4578482fdd624fd2360256a1,Foo Fighters,Have It All,Starred
eecb23cd4578482fdd624fd2360256a1,N.E.R.D.,Lapdance - feat. Lee Harvey & Vita,Starred
eecb23cd4578482fdd624fd2360256a1,Foo Fighters,Learn to Fly,Starred
eecb23cd4578482fdd624fd2360256a1,The Chemical Brothers,Leave Home,Starred
eecb23cd4578482fdd624fd2360256a1,Foo Fighters,Long Road To Ruin,Starred
eecb23cd4578482fdd624fd2360256a1,Foo Fighters,Low,Starred
eecb23cd4578482fdd624fd2360256a1,The Mitchell Brothers,Michael Jackson - Calvin Harris - Radio Edit,Starred
eecb23cd4578482fdd624fd2360256a1,Foo Fighters,Monkey Wrench,Starred
eecb23cd4578482fdd624fd2360256a1,Foo Fighters,My Hero,Starred
eecb23cd4578482fdd624fd2360256a1,Jessie J,Price Tag,Starred
eecb23cd4578482fdd624fd2360256a1,Remy Zero,Save Me,Starred
eecb23cd4578482fdd624fd2360256a1,Foo Fighters,Skin And Bones,Starred
eecb23cd4578482fdd624fd2360256a1,Foo Fighters,The Pretender,Starred
eecb23cd4578482fdd624fd2360256a1,Foo Fighters,This Is A Call,Starred
eecb23cd4578482fdd624fd2360256a1,Foo Fighters,Times Like These,Starred
eecb23cd4578482fdd624fd2360256a1,Foo Fighters,Wheels,Starred
eecb23cd4578482fdd624fd2360256a1,Foo Fighters,Word Forward,Starred
